Year,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total,"166,165","165,680","168,233","173,579","182,901","185,780","189,565","195,256","205,643","208,105","212,953","220,149","218,830","217,283","214,336","210,895","199,654","194,896","187,274","197,136","196,441","198,061","196,092","204,211","218,466","240,593","262,833","276,157","294,396","301,470","315,964","353,673","395,516","419,346","443,398","480,568","522,084","560,812","603,732","680,907","739,980","789,612","846,277","932,074","1,016,691","1,085,022","1,137,722","1,194,334","1,256,474","1,304,081","1,334,174","1,345,217","1,380,516","1,408,361","1,433,728","1,462,866","1,504,598","1,532,851","1,547,742","1,553,574","1,552,669","1,538,847","1,512,430","1,520,403","1,507,781","1,476,847","1,459,948","1,439,877","1,413,370","1,379,786","1,185,733","1,165,736","1,185,448"
